Oil_store,주소,가격,셀프,상표
대전셀프주유소,대전 동구 계족로 436 (용전동),1608,Y,SK에너지
유원주유소,대전 동구 계족로 513 (용전동),1609,Y,GS칼텍스
용전셀프주유소,대전 동구 동서대로 1627(홍도동),1609,Y,현대오일뱅크
현암주유소,대전 동구 동서대로 1494 (삼성동),1609,Y,GS칼텍스
KH에너지(주)직영 태양주유소,대전 동구 한밭대로 1258 (용전동),1609,Y,SK에너지
덕성셀프주유소,대전 동구 대전로 287,1609,Y,SK에너지
산내제일주유소,대전 동구 대전로 269 (대성동),1609,Y,S-OIL
(주)신영에너지,대전 동구 동대전로 253 (가양동),1615,Y,S-OIL
㈜용운주유소,대전 동구 백룡로 77 (용운동),1618,Y,알뜰주유소
대전알찬주유소,대전 동구 우암로 316 (가양동),1618,Y,S-OIL
태암주유소,대전 동구 대전로 264 (대성동),1619,N,현대오일뱅크
호원셀프주유소,대전 동구 한밭대로 1315 (용전동),1619,Y,현대오일뱅크
동아주유소,대전 동구 동대전로 118 (대동),1619,Y,현대오일뱅크
아원주유소,대전 동구 계족로 326 (성남동),1624,Y,현대오일뱅크
성한주유소,대전 동구 동대전로 320 (가양동),1628,Y,GS칼텍스
(주)한마음석유 대신주유소,대전 동구 계족로 126,1629,Y,GS칼텍스
sk대동주유소,대전 동구 계족로140번길 73 (용운동),1629,Y,SK에너지
신가오주유소,대전 동구 은어송로 38 (가오동),1635,Y,SK에너지
재하주유소,대전 동구 동서대로 1664 (성남동),1635,Y,현대오일뱅크
가양주유소,대전 동구 우암로 365 (가양동),1637,N,알뜰주유소
매봉주유소,대전 동구 우암로 247 (가양동),1638,Y,SK에너지
현대오일뱅크㈜직영 산내셀프주유소,대전 동구 대전로 292 (대성동),1645,Y,현대오일뱅크
고향주유소,대전 동구 산내로 562 (상소동),1649,N,현대오일뱅크
우정주유소,대전 동구 옥천로 418 (삼정동),1655,Y,S-OIL
신고개주유소,대전 동구 새울로 38 (용운동),1656,Y,S-OIL
내트럭(주)남대전사업소,대전 동구 대전로 15,1659,N,SK에너지
현대오일뱅크㈜직영 동원주유소,대전 동구 옥천로 355-3 (삼정동),1689,N,현대오일뱅크
도마진실주유소,대전 서구 도산로 123,1586,Y,S-OIL
그린주유소,대전 서구 동서대로 953,1587,Y,알뜰주유소
우리하나셀프주유소,대전 서구 동서대로 1120,1589,Y,S-OIL
굿모닝주유소,대전 서구  계백로 1376 (도마동),1595,Y,현대오일뱅크
대림주유소,대전 서구 계백로 1290 (정림동),1595,Y,GS칼텍스
(주)혜천셀프주유소,대전 서구 혜천로 28,1597,Y,GS칼텍스
(주)가수원하늘셀프주유소,대전 서구 계백로 1176 (가수원동),1597,Y,SK에너지
선진주유소,대전 서구 배재로 205,1597,N,현대오일뱅크
구봉산셀프주유소,대전 서구 구봉로 208,1599,Y,알뜰주유소
타임셀프주유소,대전 서구 대덕대로 188 (둔산2동),1605,Y,현대오일뱅크
황금주유소,대전 서구 동서대로 1081 (내동),1607,Y,SK에너지
씨앤에스유통㈜ 호수공원주유소,대전 서구 계백로 1259 (정림동),1608,Y,S-OIL
주홍셀프,대전 서구 도산로 475 (탄방동),1609,Y,GS칼텍스
(주)탄방주유소,대전 서구 유등로 659,1609,Y,알뜰주유소
남산주유소,대전 서구 도산로 446 (용문동),1609,Y,GS칼텍스
(주)동건에너지 만년교셀프주유소,대전 서구 계룡로 202,1609,Y,현대오일뱅크
(주)에너비즈 둔산주유소,대전 서구 유등로 667 (탄방동),1609,Y,S-OIL
배재로주유소,대전 서구 배재로 210 (도마동),1614,Y,SK에너지
기성농협주유소,대전 서구 세점길 7 (흑석동),1614,Y,NH-OIL
(주)에너비즈 명품주유소,대전 서구 배재로 218 (도마동),1614,Y,S-OIL
배재주유소,대전 서구 도솔로 57 (도마동),1617,N,현대오일뱅크
갈마주유소,대전 서구 신갈마로 130,1618,Y,GS칼텍스
씨앤에스유통㈜도안신도시주유소,대전 서구 도안동로 277,1624,Y,S-OIL
현대셀프주유소,대전 서구 변동로 114 (변동),1627,Y,현대오일뱅크
중동주유소,대전 서구 계룡로 344 (갈마동),1629,Y,알뜰주유소
중도석유(주)월드컵주유소,대전 서구 문정로 12 (탄방동),1634,Y,GS칼텍스
가득주유소,대전 서구 갈마로 322(가장동),1635,N,현대오일뱅크
중도석유(주) 대덕주유소,대전 서구 월평북로 84 (월평동),1639,Y,GS칼텍스
극동유화(주) 한밭주유소,대전 서구 문정로 3 (둔산2동),1639,Y,S-OIL
가원주유소,대전 서구  갈마로 302 (가장동),1645,Y,GS칼텍스
창현주유소,대전 서구 계백로 838 (관저동),1645,Y,SK에너지
지에스칼텍스㈜ GS내동주유소,대전 서구 내동 대덕대로 24,1649,Y,GS칼텍스
지에스칼텍스㈜ 우리동네주유소,대전 서구 청사로 224,1649,Y,GS칼텍스
KH에너지(주)직영 둔산주유소,대전 서구 둔산로 139,1649,N,SK에너지
중도석유(주)가장주유소,대전 서구 갈마로 321,1655,Y,GS칼텍스
우리주유소,대전 서구 도산로 216,1655,N,GS칼텍스
괴정주유소,대전 서구 괴정로 113,1669,N,GS칼텍스
지에스칼텍스㈜ 정림주유소,대전 서구 계백로 1277,1669,Y,GS칼텍스
현대오일뱅크(주)직영 신대전셀프주유소,대전 서구 도산로 213 (변동),1671,Y,현대오일뱅크
도마주유소,대전 서구 도산로 27 (도마동),1675,N,현대오일뱅크
유진주유소,대전 서구 동서대로 1069,1697,N,S-OIL
삼정주유소,대전 서구 대덕대로 384 (만년동),1738,Y,S-OIL
백산주유소,대전 서구 동서대로 1068 (변동),1799,Y,SK에너지
중도석유(주) 도마동주유소,대전 서구 계백로 1371 (도마동),-,Y,GS칼텍스
동현주유소,대전 서구 계백로 1327 (정림동),-,N,현대오일뱅크
계림주유소,대전 유성구 현충원로 201 (갑동),1589,Y,SK에너지
(주)퍼스트오일,대전 유성구 현충원로 213 (갑동),1589,Y,현대오일뱅크
관저주유소,대전 유성구 계백로 975  (원내동),1605,Y,현대오일뱅크
서남부주유소,대전 유성구 유성대로 44 (원내동),1608,Y,GS칼텍스
롯데마트 서대전점주유소,대전 유성구 유성대로 26-37 (원내동),1608,Y,S-OIL
화암동셀프주유소,대전 유성구 대덕대로 804 (화암동),1609,Y,현대오일뱅크
지에스칼텍스㈜ 덕명주유소,대전 유성구 현충원로 283 (덕명동),1609,Y,GS칼텍스
위성주유소,대전 유성구 현충원로 489 (장대동),1614,Y,현대오일뱅크
(주)에스엘 성림주유소,대전 유성구 유성대로752번길 2 (장대동),1614,Y,S-OIL
㈜상익 유성주유소,대전 유성구 현충원로 342 (구암동),1614,Y,현대오일뱅크
KH에너지(주)직영 하이웨이주유소,대전 유성구 현충원로 531,1614,Y,SK에너지
대성주유소,대전 유성구 아리랑로12,1618,Y,S-OIL
신성주유소,대전 유성구 가정북로 163,1618,Y,알뜰주유소
SK자운셀프주유소,대전 유성구 자운로157번길 122,1619,Y,SK에너지
유성IC주유소,대전 유성구 현충원로 545,1619,Y,GS칼텍스
㈜제트에너지서대전주유소,대전 유성구 계백로 212(방동),1619,Y,현대오일뱅크
장대주유소,대전 유성구 유성대로 768 (장대동),1624,N,현대오일뱅크
한밭대로주유소,대전 유성구 한밭대로 305 (장대동),1624,Y,현대오일뱅크
(주)유성 하나로셀프주유소,대전 유성구 한밭대로 295 (장대동),1625,Y,SK에너지
햇빛주유소,대전 유성구 계백로 87 (송정동),1629,Y,SK에너지
대광주유소,대전 유성구 금남구즉로 1355 (봉산동),1629,N,S-OIL
주식회사 방동주유소,대전 유성구 계백로 139,1629,Y,GS칼텍스
지에스칼텍스(주)원내동주유소,대전 유성구 유성대로 6 (원내동),1634,Y,GS칼텍스
현대오일뱅크㈜직영 스마트셀프주유소,대전 유성구 엑스포로 222 (원촌동),1635,Y,현대오일뱅크
구도일태전주유소,대전 유성구 엑스포로 259 (원촌동),1637,Y,S-OIL
북대전주유소,대전 유성구 유성대로 1495 (화암동),1640,Y,S-OIL
지에스칼텍스(주)한빛주유소,대전 유성구 엑스포로 315,1644,Y,GS칼텍스
현대오일뱅크㈜직영 세종관문셀프주유소,대전 유성구 북유성대로 288 (하기동),1645,Y,현대오일뱅크
강변주유소,대전 유성구 엑스포로 293 (원촌동),1645,N,현대오일뱅크
(주)하나주유소,대전 유성구 유성대로 1127 (하기동),1648,N,현대오일뱅크
현대오일뱅크㈜직영 첨단주유소,대전 유성구 가정로 27,1649,N,현대오일뱅크
GS칼텍스㈜ 북유성IC주유소,대전 유성구 북유성대로 408 (외삼동),1649,Y,GS칼텍스
지에스칼텍스(주)화암주유소,대전 유성구 대덕대로 887  (화암동),1649,Y,GS칼텍스
지에스칼텍스(주)정다운주유소,대전 유성구 북유성대로 51(노은동),1649,Y,GS칼텍스
지에스칼텍스(주)대덕밸리주유소,대전 유성구 대덕대로 938,1649,N,GS칼텍스
현대오일뱅크㈜직영 진잠셀프주유소,대전 유성구 계백로 899 (원내동),1650,Y,현대오일뱅크
SK에너지(주) 교촌주유소,대전 유성구 유성대로 142 (교촌동),1654,Y,SK에너지
지에스칼텍스(주)충대앞주유소,대전 유성구 대학로 85 (궁동),1654,Y,GS칼텍스
지에스칼텍스(주)유성온천주유소,대전 유성구 도안대로 583 (봉명동),1654,Y,GS칼텍스
지에스칼텍스(주)21세기주유소,대전 유성구 유성대로 845,1654,Y,GS칼텍스
하은셀프주유소,대전 유성구 유성대로 614 (구암동),1657,Y,SK에너지
SK에너지(주) 대전선경주유소,대전 유성구 유성대로 1647,1658,Y,SK에너지
한밭대앞Self주유소,대전 유성구 학하서로 111 (덕명동),1659,Y,S-OIL
방동제일주유소,대전 유성구 계백로 324,1659,Y,S-OIL
(주)구암상사주유소,대전 유성구 유성대로654번길 32,1668,N,GS칼텍스
진성주유소,대전 유성구 북유성대로 155 (지족동),1668,Y,SK에너지
(주)황제주유소,대전 유성구 대덕대로 934 (화암동),1668,Y,SK에너지
현대오일뱅크㈜직영 노은주유소,대전 유성구 노은동로 79,1669,N,현대오일뱅크
동일석유(주)테크노밸리주유소(self),대전 유성구 테크노중앙로 139 (용산동),1669,Y,SK에너지
현대오일뱅크 송강주유소,대전 유성구 대덕대로 1131 (송강동),1670,N,현대오일뱅크
SK에너지(주) 엑스포주유소,대전 유성구 대덕대로 542 (도룡동),1671,N,SK에너지
GS사이언스 주유소,대전 유성구 대덕대로 539 (가정동),1675,Y,GS칼텍스
진터벌주유소,대전 유성구 유성대로654번길 168 (봉명동),1679,N,S-OIL
(주)학하 학하셀프주유소,대전 유성구 학하로 189 (복용동),1695,Y,SK에너지
우진주유소,대전 유성구 유성대로654번길 1 (구암동),1695,N,S-OIL
예성주유소,대전광역시 유성구  도안동로 488,1698,Y,SK에너지
계룡주유소,대전 유성구 현충원로 177,1953,N,S-OIL
계명주유소,대전 유성구 현충원로 492,-,N,S-OIL
(주)상아에너지,대전 유성구 계백로 476 (방동),-,N,GS칼텍스
(주)버드내주유소,대전 중구 계백로 1520 (유천동),1589,Y,현대오일뱅크
도서관주유소,대전 광역시 중구 보문산로 353,1595,Y,현대오일뱅크
소망주유소,대전 중구 보문산로 307 (문화동),1595,Y,GS칼텍스
천지인주유소,대전 중구 대종로 44 (옥계동),1599,Y,자가상표
명성셀프주유소,대전 중구 대종로 103 (옥계동),1603,Y,현대오일뱅크
(주)석교주유소,대전 중구 대종로 207 (석교동),1605,Y,SK에너지
보문주유소,대전 중구 보문로 59 (부사동),1607,N,자가상표
이화주유소,대전 중구 대종로 166 (석교동),1609,N,SK에너지
(주)에너비즈 삼성주유소,대전 중구 계룡로 778 (오류동),1609,Y,S-OIL
중촌셀프주유소,대전 중구 동서대로 1434 (선화동),1609,Y,현대오일뱅크
태성주유소,대전 중구 동서대로 1459 (중촌동),1609,Y,S-OIL
태평셀프주유소,대전 중구 동서대로 1244 (태평동),1613,Y,SK에너지
(주)농협대전유통 하나로주유소,대전 중구 대둔산로199번길 43,1614,Y,NH-OIL
(주)이선 오월드주유소,대전 중구 대둔산로 359 (사정동),1614,Y,S-OIL
금성주유소,대전 중구 동서대로 1183 (태평동),1614,Y,S-OIL
하나로주유소,대전 중구 대둔산로 211 (안영동),1615,Y,SK에너지
중앙주유소,대전 중구 대종로 558 (선화동),1615,Y,S-OIL
행복가득주유소,대전광역시 중구 보문산로 86(산성동),1615,Y,현대오일뱅크
안영셀프주유소,대전 중구 대둔산로 241 (안영동),1615,Y,현대오일뱅크
(주)봉봉 주유소,대전 중구  대둔산로 491 (산성동),1615,Y,S-OIL
(주)제트 동서로주유소,대전 중구 동서대로 1293 (오류동),1617,Y,현대오일뱅크
서대전농협주유소,대전 중구 계백로 1555 (유천동),1619,Y,SK에너지
(주)메이저플러스 명품주유소,대전 중구 보문로 301 (선화동),1619,Y,현대오일뱅크
청정주유소,대전 중구 오류로 120 (오류동),1619,Y,SK에너지
대흥쟈이주유소,대전 중구 대흥로 132 (대흥동),1619,Y,현대오일뱅크
대양주유소,대전 중구 우암로 4,1619,Y,GS칼텍스
중도석유(주)산성주유소,대전 중구 대둔산로 406 (산성동),1625,Y,GS칼텍스
동물원주유소,대전 중구 대둔산로 270 (사정동),1625,Y,SK에너지
충남주유소,대전 중구 대흥로 80 (대흥동),1627,N,자가상표
거북이주유소,대전 중구 문화로 35 (산성동),1639,N,GS칼텍스
현대오일뱅크(주) 충무주유소,대전 중구 충무로 141 (부사동),1639,N,현대오일뱅크
뿌리주유소,대전 중구 오류로 95 (오류동),1649,N,SK에너지
중앙로셀프주유소,대전 중구 중앙로 64 (대흥동),1649,Y,현대오일뱅크
안영IC주유소,대전 중구 대둔산로 188 (안영동),1655,Y,GS칼텍스
삼육주유소,대전 중구 대전천서로 757 (중촌동),1670,Y,SK에너지
영광주유소,대전 중구 문화로 95 (유천동),1799,N,SK에너지
믿음주유소,대전 중구 대종로 249 (석교동),-,Y,S-OIL
대웅에너지,대전 중구 대종로 557 (선화동),-,Y,현대오일뱅크
㈜좋은기름나라 상개주유소,울산 남구 산업로 92 (상개동),1585,Y,S-OIL
(주)일광주유소,울산 남구 산업로 93,1585,Y,GS칼텍스
강변주유소,울산 남구 남산로 17 (무거동),1585,Y,자가상표
지에스칼텍스(주) 래동주유소,울산 남구 산업로 156 (상개동),1585,Y,GS칼텍스
동원주유소,울산 남구 남부순환도로 5 (무거동),1595,Y,SK에너지
태화강셀프주유소,울산 남구 남산로 249 (신정동),1595,Y,SK에너지
대천주유소,울산 남구 무거동 남산로 221,1595,Y,S-OIL
무지개주유소,울산 남구 산업로 515 (여천동),1595,Y,SK에너지
즐거운주유소,울산 남구 월평로 229 (삼산동),1598,Y,SK에너지
(주)대양씨앤씨 평창주유소,울산 남구 돋질로 297,1598,Y,GS칼텍스
대양석유(주)돌고래주유소,울산 남구 돋질로 363,1598,Y,SK에너지
SK에너지(주)삼산제일주유소,울산 남구 화합로 228 (삼산동),1598,Y,SK에너지
대창주유소,울산 남구 산업로 617 (삼산동),1599,Y,GS칼텍스
기센E＆R주유소,울산 남구 산업로 138 (선암동),1605,Y,현대오일뱅크
봉월로주유소,울산 남구 봉월로 82,1615,Y,현대오일뱅크
내트럭(주)울산사업소,울산 남구 산업로 100,1615,N,SK에너지
강남셀프주유소,울산 남구 남산로 322,1615,Y,SK에너지
효암알뜰주유소,울산 남구 두왕로 74 (선암동),1617,Y,알뜰주유소
광신직영(흥부셀프),울산 남구 월평로 152 (신정동),1618,Y,알뜰주유소
동신주유소,울산 남구 월평로 201 (삼산동),1618,Y,SK에너지
동방석유(주)직영 보광주유소,울산광역시 남구  돋질로 117 (신정3동),1618,Y,SK에너지
대양석유(주)남울산주유소,울산 남구 꽃대나리로 105 (삼산동),1620,Y,SK에너지
지에스칼텍스(주)다운타운주유소,울산 남구 화합로 61,1620,Y,GS칼텍스
한일주유소,울산 남구 온산로 820 (두왕동),1625,N,GS칼텍스
SK두왕로주유소,울산 남구 두왕로 59 (두왕동),1625,N,SK에너지
내트럭(주) 울산신항사업소,울산 남구 신항로716번길 13,1625,N,SK에너지
은월주유소,울산 남구 봉월로 107 (신정동),1627,Y,SK에너지
한진주유소,울산 남구 월평로 141 (신정동),1629,Y,SK에너지
신대동주유소,울산 남구 수암로 199 (야음동),1635,Y,SK에너지
삼일주유소,울산 남구 대학로 41 (무거동),1638,Y,S-OIL
세일석유(주)오성주유소,울산 남구 산업로 663 (삼산동),1639,N,S-OIL
(주)좋은기름나라 금강주유소지점,울산 남구 상개로 214 (상개동),1639,Y,S-OIL
지에스칼텍스(주)울산역주유소,울산 남구 산업로 677(삼산동),1642,Y,GS칼텍스
지에스칼텍스(주)고속주유소,울산 남구 문수로 279,1643,Y,GS칼텍스
갈현주유소,울산 남구 남부순환도로 453 (옥동),1645,N,현대오일뱅크
(주)삼양주유소,울산 남구 장생포로 79 (여천동),1647,N,현대오일뱅크
구도일주유소동운,울산 남구 화합로 202 (삼산동),1648,Y,S-OIL
(주)투게더주유소,울산 남구 신화로 101 (야음동),1649,N,SK에너지
광천오일뱅크,울산 남구 온산로 845 (두왕동),1649,N,현대오일뱅크
동해주유소,울산 남구 두왕로 38 (선암동),1655,Y,SK에너지
구도일주유소 옥동,울산 남구 문수로 308 (옥동),1657,Y,S-OIL
고바우주유소,울산 남구 두왕로 244 (신정동),1657,Y,S-OIL
아름다운주유소,울산 남구 번영로 76 (달동),1658,Y,SK에너지
광신석유(주)직영 울산대교주유소,울산 남구 장생포로 240 (매암동),1659,Y,SK에너지
현대오일뱅크 동남주유소,울산 남구 수암로 96 (신정동),1659,N,현대오일뱅크
구도일주유소 대학로,울산 남구 대학로 116 (무거동),1659,Y,S-OIL
SK달동맥주유소,울산 남구 도산로 5 (달동),1667,Y,SK에너지
(주)종하아이앤씨 문수로주유소,울산 남구 문수로 427 (신정동),1667,Y,S-OIL
SK에너지(주)월드컵주유소,울산 남구 문수로 93 (무거동),1668,Y,SK에너지
완성주유소,울산 남구 온산로 839 (두왕동),1669,N,GS칼텍스
SK에너지직영 남산주유소,울산 남구 남부순환도로 75 (옥동),1669,N,SK에너지
지에스칼텍스(주)수정주유소,울산광역시 남구  두왕로 220 (신정동),1672,N,GS칼텍스
기은주유소,울산 남구 산업로 107 (상개동),1675,N,S-OIL
야음주유소,울산 남구 여천로 79,1679,N,SK에너지
문화주유소,울산 남구 여천로 71 (야음동),1679,N,S-OIL
유명주유소,울산 남구 꽃대나리로 15 (달동),1685,N,S-OIL
동방석유(주) 호돌이주유소,울산 남구 용잠로 65 (부곡동),1685,N,SK에너지
광신석유(주)직영 여천주유소,울산 남구 장생포로 17 (여천동),1699,Y,SK에너지
SK코끼리주유소,울산 남구 꽃대나리로 27 (달동),1699,N,SK에너지
동린주유소,울산 남구 산업로 71 (선암동),1699,Y,SK에너지
흥남주유소,울산 남구 봉월로 94 (신정동),1699,N,SK에너지
처용로주유소,울산 남구 처용로 92 (선암동),1699,N,SK에너지
신오주유소,울산 남구 수암로 356 (야음동),1715,N,SK에너지
신새벽주유소,울산 남구 수암로 269 (야음동),1748,N,SK에너지
구광주유소,서울특별시 금천구  서부샛길 674 (가산동),1615,N,S-OIL
(주)진우에너지 백운주유소,서울 금천구 시흥대로 282 (독산동),1649,Y,알뜰주유소
SK에너지(주) 이가주유소,서울 금천구 시흥대로 441,1655,N,SK에너지
명보에너지,서울 금천구 시흥대로 377 (독산동),1655,N,알뜰주유소
대득에너지(금천셀프주유소),서울 금천구  시흥대로 81 (시흥동),1665,Y,GS칼텍스
백산주유소,서울특별시 금천구  시흥대로 174 (시흥동),1665,Y,S-OIL
남서울경복에너지,서울 금천구 독산로 257 (독산동),1675,Y,현대오일뱅크
지에스칼텍스(주)일신주유소,서울 금천구 시흥대로 118,1675,Y,GS칼텍스
현대오일뱅크(주)직영 금천현대셀프주유소,서울 금천구 독산로 147 (시흥동),1675,Y,현대오일뱅크
현대오일뱅크㈜직영 금천제일주유소,서울 금천구 남부순환로 1410 (독산동),1679,N,현대오일뱅크
SK에너지(주) 박미주유소,서울 금천구 시흥대로 39-7 (시흥동),1698,N,SK에너지
남목주유소,울산 동구 방어진순환도로 1208 (서부동),1585,Y,알뜰주유소
소나타주유소,울산 동구 방어진순환도로 1280,1615,Y,현대오일뱅크
동방석유(주)직영 현대주유소,울산 동구  방어진순환도로 1146 (서부동),1618,Y,SK에너지
한마음새마을금고주유소,울산 동구 방어진순환도로 420,1630,Y,SK에너지
동울산주유소,울산 동구 방어진순환도로 753 (전하동),1630,Y,자가상표
한마음주유소,울산 동구 방어진순환도로 424 (방어동),1630,N,현대오일뱅크
그린주유소,울산 동구 방어진순환도로 410 (방어동),1630,Y,현대오일뱅크
현대오일뱅크㈜직영 울산대교셀프주유소,울산 동구 봉수로 221 (화정동),1653,Y,현대오일뱅크
현대오일뱅크㈜직영 울산셀프주유소,울산 동구 방어진순환도로 1025,1653,Y,현대오일뱅크
아카데미주유소,울산 동구 방어진순환도로 486 (방어동),1729,N,GS칼텍스
동주유소,울산 동구 방어진순환도로 431 (방어동),1749,N,GS칼텍스
보경주유소(주),울산 북구 산업로 1602 (중산동),1584,Y,GS칼텍스
신천셀프주유소,울산 북구 산업로 1481 (신천동),1584,Y,알뜰주유소
뉴타운주유소,울산 북구 산업로 1432 (신천동),1584,Y,현대오일뱅크
현대주유소,울산 북구 산업로 1274 (창평동),1584,N,현대오일뱅크
태평양주유소,울산 북구 산업로 1707 (중산동),1584,Y,S-OIL
거북이주유소,울산 북구 방어진순환도로 1391,1585,Y,SK에너지
이화주유소,울산 북구 산업로 1645 (중산동),1589,N,현대오일뱅크
(주)천일에너지 천일주유소(염포점),울산 북구 염포로 765,1598,Y,현대오일뱅크
농소농협주유소,울산 북구 매곡로 11,1605,Y,NH-OIL
수성탱크터미널서비스㈜ 진명셀프주유소,울산 북구 진장동 염포로 180,1605,Y,현대오일뱅크
연암주유소,울산 북구 북부순환도로 1159,1605,Y,현대오일뱅크
온누리주유소,울산 북구 신답로 31 (상안동),1605,Y,SK에너지
대양석유(주)풍차휴게주유소,울산 북구 산업로 1448-1 (신천동),1605,Y,SK에너지
강동에너지솔루션,울산 북구 동해안로 1845-252(산하동),1610,Y,현대오일뱅크
지에스칼텍스(주) 무룡산셀프주유소,울산 북구 무룡1로 105 (연암동),1614,Y,GS칼텍스
영남주유소,울산 북구 무룡1로 110 (연암동),1614,Y,SK에너지
형제주유소,울산 북구 무룡로 90 (연암동),1614,Y,SK에너지
지에스칼텍스(주)북울산주유소,울산 북구 산업로 1180 (송정동),1615,Y,GS칼텍스
(주)경동에너지,울산 북구 염포로 349 (양정동),1615,Y,현대오일뱅크
동천강주유소,울산 북구 진장동 염포로 177,1615,Y,GS칼텍스
내트럭(주) 울산약수사업소,울산 북구 산업로 1515,1619,N,SK에너지
유성주유소,울산 북구 산업로 1433 (신천동),1628,Y,SK에너지
(주)천일에너지 천일주유소,울산 북구 방어진순환도로 1453,1638,N,현대오일뱅크
현대오일뱅크㈜직영 미포셀프주유소,울산 북구 염포로 233 (효문동),1653,Y,현대오일뱅크
현대오일뱅크㈜직영 동광주유소,울산 북구 안기번득길 23 (화봉동),1653,N,현대오일뱅크
주식회사 동해주유소,울산 북구 동해안로 1539 (정자동),1658,N,GS칼텍스
삼일주유소(SK),울산 북구 동해안로 1697 (산하동),1667,N,SK에너지
공항주유소,울산 북구 산업로 1102 (송정동),1687,Y,S-OIL
성신주유소,울산 북구 동대로 6-1 (호계동),1688,N,GS칼텍스
서안오토모티브(주) 효문지점 직영주유소,울산 북구 공단길 20-4,1689,N,현대오일뱅크
연암제일주유소,울산 북구 무룡로 76 (연암동),1698,N,GS칼텍스
동운주유소,울산 북구 매곡로 164 (매곡동),1718,N,SK에너지
남운주유소,울산 북구 동대로 90 (호계동),1718,N,SK에너지
양정주유소,울산 북구 염포로 499 (양정동),1765,N,현대오일뱅크
중울산주유소,울산 북구 호계로 176 (창평동),-,N,S-OIL
새한주유소,울산 북구 효암로 84-1 (명촌동),-,N,현대오일뱅크
(주)흥연주유소,울산 울주군 웅촌면 웅촌로 377,1575,Y,알뜰주유소
태이주유소,울산 울주군 웅촌면 웅촌로 81,1575,Y,GS칼텍스
천년에너지 광명주유소,울산 울주군 웅촌면 웅촌로 567,1575,N,현대오일뱅크
현대오일뱅크 명성셀프주유소,울산 울주군 웅촌면 웅촌로 217,1575,Y,현대오일뱅크
율선주유소,울산 울주군 청량면 웅촌로 1035,1578,N,GS칼텍스
율리셀프주유소,울산 울주군 청량면 웅촌로 1044,1578,Y,S-OIL
웅촌구도일주유소,울산 울주군 웅촌면 웅촌로 504,1578,Y,S-OIL
(주)좋은기름나라 웅촌지점,울산 울주군 웅촌면 웅촌로 724,1578,Y,S-OIL
광신석유(주)직영 웅촌대로주유소,울산 울주군 웅촌면 웅촌로 676,1589,Y,SK에너지
한마음주유소,울산 울주군 웅촌면 웅촌로 464,1594,Y,현대오일뱅크
이림석유(주)작천정주유소,울산 울주군 삼남면 반구대로 607,1595,Y,알뜰주유소
울산KTX셀프주유소,울산 울주군 언양읍 언양로 136,1595,Y,현대오일뱅크
㈜오일석유 언양(서울)주유소/충전소,울산 울주군 언양읍 경부고속도로 44,1598,Y,알뜰(ex)
현대직영 태영에너지,울산 울주군 웅촌면 웅촌로 22,1598,Y,현대오일뱅크
원주유소,울산 울주군 두동면 두동로 832,1599,N,SK에너지
방기주유소,울산 울주군 삼남면 하방로 26,1608,Y,S-OIL
진성주유소,울산 울주군 청량읍 남부순환도로 261,1609,Y,GS칼텍스
케이아이에스(주) 울주(울산방향)주유소,울산 울주군 삼동면 보은리 산 213-15,1609,Y,알뜰(ex)
케이아이에스(주) 울주(함양방향)주유소,울산 울주군 삼동면 보은리 산 193-1,1609,Y,알뜰(ex)
웅촌셀프주유소,울산 울주군 웅촌면 웅촌로 671,1614,Y,현대오일뱅크
대성주유소,울산 울주군 온양읍 남창로 950,1615,N,GS칼텍스
기분좋은주유소,울산 울주군 범서읍 울밀로 2330,1615,Y,GS칼텍스
대양석유(주)해룡주유소,울산 울주군 범서읍 울밀로 2373,1615,Y,SK에너지
삼호주유소,울산 울주군 범서읍 울밀로 2812,1615,Y,SK에너지
럭키스파밸리 직영주유소,울산 울주군 범서읍 울밀로 2846,1615,Y,S-OIL
우진주유소,울산 울주군 온양읍 남창로 905,1615,N,GS칼텍스
푸른주유소,울산 울주군 범서읍 울밀로 2823,1615,Y,현대오일뱅크
세일석유(주) 남부순환로주유소,울산 울주군 청량면 남부순환도로 240,1615,Y,S-OIL
당월주유소,울산 울주군 온산읍 우봉강양로 2,1615,Y,S-OIL
지에스칼텍스(주)구영주유소,울산 울주군 범서읍 구영로 206,1615,Y,GS칼텍스
상북농협주유소,울산 울주군 상북면 길천산업로 139,1615,Y,NH-OIL
망양제일주유소,울산 울주군 온양읍 남창로 840,1615,Y,SK에너지
옹기마을셀프주유소,울산 울주군 온양읍 남창로 647,1615,Y,SK에너지
소나무주유소,울산 울주군 언양읍 언양로 529,1618,N,SK에너지
태흥주유소,울산 울주군 삼동로 64,1618,N,SK에너지
삼성주유소,울산 울주군 삼남면 반구대로 1,1618,N,현대오일뱅크
주식회사 동양주유소,울산 울주군 남창로 1122,1618,N,현대오일뱅크
성산주유소,울산 울주군 범서읍 관문로 600,1618,N,SK에너지
조일주유소,울산 울주군 삼동면 삼동로 176,1618,Y,현대오일뱅크
중앙주유소,울산 울주군 언양읍 언양로 368,1618,Y,현대오일뱅크
범서주유소,울산 울주군 범서읍 송현길 83,1618,Y,현대오일뱅크
청량IC주유소,울산 울주군 청량면 남창로 1301,1618,Y,S-OIL
내동주유소,울산 울주군 범서읍 관문로 288,1618,Y,S-OIL
온산셀프주유소,울산 울주군 온산읍 덕신로 2,1619,Y,현대오일뱅크
