Oil_store,주소,가격,셀프,상표
언양주유소,울산 울주군 언양읍 남천로 224,1625,Y,S-OIL
현대주유소,울산 울주군 언양읍 남천로 262,1625,Y,현대오일뱅크
창일주유소,울산 울주군 청량면 온산로 372,1625,N,SK에너지
행복주유소,울산 울주군 청량면 온산로 352,1625,Y,현대오일뱅크
태원디앤씨(주)태원주유소,울산광역시 울주군 두동로 348,1625,N,현대오일뱅크
성일주유소,울산 울주군 언양읍 반구대로 1303,1628,Y,S-OIL
직동토탈주유소,울산 울주군 언양읍 반구대로 964,1628,Y,GS칼텍스
통도IC주유소,울산 울주군 삼남면 반구대로 38,1628,Y,S-OIL
하이테크Self주유소,울산 울주군 삼남면 반구대로 133,1628,Y,현대오일뱅크
백경주유소,울산 울주군 온산읍 덕신로 478,1628,Y,알뜰주유소
동산휴게소주유소,울산 울주군 두서면 반구대로 2319,1628,N,SK에너지
강남주유소,울산 울주군 삼남면 반구대로 682,1628,Y,SK에너지
태평양주유소,울산 울주군 해맞이로 1701,1635,Y,SK에너지
세명셀프주유소,울산 울주군 온산읍 온산로 298,1635,Y,S-OIL
으뜸주유소,울산 울주군 웅촌면 웅촌로 553,1635,N,SK에너지
진하셀프주유소,울산 울주군 서생면 해맞이로 1584,1635,Y,S-OIL
광신직영(경남셀프),울산 울주군 온양읍 남창로 18,1638,Y,S-OIL
서진셀프주유소,울산 울주군 웅촌면 삼동로 1659,1638,Y,S-OIL
인보주유소,울산 울주군 두서면 노동길 17,1638,N,S-OIL
온양농협주유소,울산 울주군 온양읍 온양로 195,1638,Y,NH-OIL
만수르에너지,울산 울주군 삼남면 반구대로 498,1638,N,현대오일뱅크
굿모닝주유소,울산 울주군 두동면 대밀길 39,1639,N,현대오일뱅크
대성주유소,울산 울주군 청량면 온산로 714,1639,N,현대오일뱅크
나사주유소,울산 울주군 서생면 해맞이로 1129,1639,Y,현대오일뱅크
온양주유소,울산 울주군 온양읍 남창로 366,1639,Y,GS칼텍스
곡천주유소,울산 울주군 웅촌면 웅촌로 343,1639,N,S-OIL
51주유소,울산 울주군 언양읍 언양로 629,1640,Y,S-OIL
덕신주유소,울산 울주군 온산읍 덕신로 218,1643,N,GS칼텍스
세일석유(주)구도일주유소온산공단,울산 울주군 온산읍 산암로 35,1645,N,S-OIL
동상주유소,울산 울주군 온양읍 덕남로 275,1645,N,현대오일뱅크
남창셀프＆서비스주유소,울산 울주군 온양읍 남창로 439,1648,Y,S-OIL
남주유소,울산 울주군 삼남면 중남로 100,1648,N,SK에너지
청송주유소,울산 울주군 온산읍 덕신로 241,1648,Y,S-OIL
갑주유소,울산 울주군 삼남면 반구대로 640,1648,N,S-OIL
(주)이에스앤알 울산지점주유소,울산 울주군 온산읍 덕신로 56,1649,N,S-OIL
합동주유소,울산 울주군 온양읍 온양로 108,1649,N,S-OIL
온양IC주유소,울산광역시 울주군 온양읍 남창로 484,1650,N,S-OIL
현대오일뱅크㈜직영 언양고속셀프주유소,울산 울주군 언양읍 언양로 106,1653,Y,현대오일뱅크
청운주유소,울산 울주군 상북면 삽재로 72,1655,N,SK에너지
대한주유소,울산 울주군 청량면 청량천변로 513,1657,N,S-OIL
구도일주유소 구영햇살,울산 울주군 범서읍 구영로 240,1658,Y,S-OIL
능산주유소,울산 울주군 상북면 상북로 90,1658,N,SK에너지
새한주유소,울산 울주군 두동면 계명로 148,1658,N,S-OIL
구동주유소,울산 울주군 서생면 천산로 229,1658,N,SK에너지
명산로주유소,울산 울주군 서생면 천산로 325,1658,N,현대오일뱅크
금강주유소,울산 울주군 상북면 상북로 255,1658,N,GS칼텍스
가지산주유소,울산 울주군 상북면 찬물내기길 2,1658,N,SK에너지
청원주유소,울산 울주군 상북면 석남로 864,1658,N,S-OIL
그린주유소,울산 울주군 온산읍 온산로 256,1659,N,SK에너지
청량주유소,울산 울주군 청량면 온산로 606,1659,N,GS칼텍스
한성주유소,울산 울주군 웅촌면 곡천검단로 207,1659,Y,S-OIL
동남주유소,울산 울주군 온양읍 광청로 305,1659,N,S-OIL
제일주유소,울산 울주군 청량면 온산로 634,1659,N,SK에너지
온산주유소,울산 울주군 온산읍 공단로 33,1659,N,현대오일뱅크
동남물류주유소,울산 울주군 온산로 698,1669,N,현대오일뱅크
신촌주유소,울산 울주군 청량면 온산로 405,1669,N,S-OIL
차사랑주유소,울산 울주군 청량면 온산로 317,1685,N,S-OIL
강변주유소,울산 울주군 삼남면 중평로 85,1694,N,GS칼텍스
부성주유소,울산 울주군 삼동면 삼동로 1262,1699,N,S-OIL
나들목주유소,울산 울주군 삼남면 반구대로 722,-,Y,S-OIL
덕하주유소,울산 울주군 청량면 온산로 704,-,N,S-OIL
울산컨트리주유소,울산 울주군 웅촌면 웅촌로 29,-,Y,SK에너지
아울렛주유소,울산 울주군 웅촌면 웅촌로 532,-,N,현대오일뱅크
차세대주유소,울산 중구 구교로 170 (반구동),1584,Y,GS칼텍스
우정주유소,울산 중구 중앙길 14 (성남동),1585,Y,알뜰주유소
미림주유소,울산 중구 태화로 119 (태화동),1588,Y,SK에너지
태화루주유소,울산 중구 태화로 161,1588,Y,S-OIL
(주)화주유소,울산 중구 태화로 248 (태화동),1588,Y,현대오일뱅크
동부주유소,울산 중구 염포로 52,1598,Y,현대오일뱅크
대양석유(주)대정주유소,울산 중구 북부순환도로 889 (서동),1605,Y,SK에너지
우리들주유소,울산 중구 북부순환도로 784 (남외동),1605,Y,SK에너지
동아주유소,울산 중구 다운로 166,1605,Y,GS칼텍스
대영주유소,울산 중구 북부순환도로 730,1605,Y,GS칼텍스
스카이주유소,울산 중구 성안로 157 (성안동),1608,Y,알뜰주유소
경암주유소,울산 중구 북부순환도로 147 (태화동),1615,Y,S-OIL
다향주유소,울산 중구 북부순환도로 189 (태화동),1615,Y,현대오일뱅크
북부순환주유소,울산 중구 북부순환도로 194,1615,Y,SK에너지
우정혁신주유소,울산 중구 북부순환도로 323,1615,Y,SK에너지
함월셀프주유소,울산 중구 성안로 135 (성안동),1634,Y,현대오일뱅크
혁신주유소,울산 중구 북부순환도로 492 (교동),1638,Y,S-OIL
울산주유소,울산 중구 구교로 83 (학성동),1639,Y,S-OIL
정다운주유소,울산 중구 명륜로 125 (교동),1648,Y,SK에너지
현대오일뱅크㈜직영 성안셀프주유소,울산 중구 성안로 150,1653,Y,현대오일뱅크
행운주유소,울산 중구 구교로 137 (반구동),1663,Y,SK에너지
지에스칼텍스㈜ 혁신도시주유소,울산 중구 종가로 406-36,1665,Y,GS칼텍스
지에스칼텍스(주)기와주유소,울산 중구 화합로 316 (반구동),1673,N,GS칼텍스
하나주유소,울산 중구 가구거리 85 (반구동),1685,N,SK에너지
현대오일뱅크(주)직영 현대북부주유소,울산 중구 북부순환도로 649 (복산동),-,N,현대오일뱅크
세종중앙농협주유소,세종특별자치시 연기면 잣띠길 4,1585,Y,NH-OIL
우리나라주유소,세종특별자치시 전의면 운주산로 1032,1590,Y,자가상표
아성알뜰주유소,세종특별자치시 다정북로 40,1599,Y,알뜰주유소
대영에너지㈜세종지점 다온알뜰주유소,세종특별자치시 세종로 1328 (아름동),1599,Y,알뜰주유소
봉암주유소,세종시 연서면 세종로 1899,1599,Y,SK에너지
세종동부농협주유소,세종특별자치시 부강면 부강외천로 10,1599,Y,NH-OIL
고운self주유소,세종특별자치시 마음안로 136  (고운동),1599,Y,SK에너지
남세종농협주유소,세종특별자치시 금남면 성덕영곡길 15,1599,Y,NH-OIL
신안주유소,세종특별자치시 조치원읍 세종로 2678,1605,Y,알뜰주유소
굿모닝주유소,세종특별자치시 조치원읍 세종로 2712,1605,N,자가상표
충청에너지주유소,세종 전의면 세종로 3894,1605,Y,GS칼텍스
SK세종전의주유소,세종 전의면 세종로 3907,1607,Y,SK에너지
석곡주유소,세종 전동면 하석곡길 64-10,1607,N,GS칼텍스
베스트주유소,세종 조치원읍 세종로 2749,1607,Y,S-OIL
전의농협주유소,세종특별자치시 전의면 매실로 6,1615,N,NH-OIL
신원self주유소,세종특별자치시 조치원읍 세종로 2562,1617,Y,SK에너지
홍대셀프주유소,세종특별자치시 조치원읍 세종로 2654,1617,Y,S-OIL
그린주유소,세종 조치원읍 세종로 2706,1617,Y,현대오일뱅크
세종감성셀프주유소,세종특별자치시 금남면 안금로 581,1617,Y,S-OIL
흥진주유소,세종특별자치시 조치원읍 신안새동네길 4,1618,N,GS칼텍스
세종알뜰주유소(주),세종특별자치시 국책연구원3로 9,1619,Y,알뜰주유소
CJ대한통운㈜ 중부화물터미널주유소,세종특별자치시 부강면 연청로 745-46,1619,N,GS칼텍스
진영주유소,세종 소정면 세종로 4732,1619,Y,현대오일뱅크
행복주유소,세종시 부강면 시목부강로 423,1629,N,GS칼텍스
새롬주유소,세종시 어울로 77 (새롬동),1629,Y,SK에너지
덕고개주유소,세종 전의면 운주산로 1284,1629,N,GS칼텍스
중앙주유소,세종 조치원읍 새내로 201,1629,Y,GS칼텍스
세종로주유소,세종 전의면 세종로 3880,1629,N,S-OIL
서세종농협주유소,세종 연서면 함박로 122,1630,N,NH-OIL
평산주유소,세종특별자치시 조치원읍 허만석로 84,1635,Y,S-OIL
영당주유소,세종 전의면 의당전의로 718,1639,N,현대오일뱅크
정현제3주유소,세종 부강면 부강외천로 301,1639,N,SK에너지
현대오일뱅크 대일주유소,세종특별자치시 연서면 세종로 2137,1639,N,현대오일뱅크
명화제일주유소,세종특별자치시 전동면 운주산로 224,1639,N,S-OIL
금빛주유소,세종특별자치시 조치원읍 새내로 182,1640,Y,SK에너지
현대오일뱅크(주)직영 청사셀프주유소,세종특별자치시 다솜로 38 (어진동),1645,Y,현대오일뱅크
차사랑주유소,세종 부강면 부강외천로 271,1645,N,S-OIL
동세종농협주유소,세종특별자치시 연동면 청연로 490,1645,N,NH-OIL
지에스칼텍스㈜ 연기공단주유소,세종특별자치시 연기면 세종로 1798,1645,N,GS칼텍스
삼미상사(주)도담셀프주유소,세종 갈매로 596(도담동),1648,Y,SK에너지
삼미상사(주) 보람셀프주유소,세종시 금남구즉로 19 (대평동),1648,Y,SK에너지
SK에너지㈜ 가람셀프주유소,세종특별자치시 금송로 589,1648,Y,SK에너지
장기주유소,세종특별자치시 장군면 장척로 408-7,1649,N,S-OIL
세종주유소,세종 소정면 세종로 4313,1649,Y,현대오일뱅크
SK에너지(주) 소담self주유소,세종특별자치시 소담로 40 (소담동),1653,Y,SK에너지
독립주유소,세종특별자치시 조치원읍 충현로 23,1658,N,SK에너지
대보산업(주)전의산업단지주유소,세종 전의면 왕의물로 254,1658,N,현대오일뱅크
지에스칼텍스㈜ 세종청사주유소,세종특별자치시 보듬5로 6,1659,Y,GS칼텍스
남양대영주유소,세종특별자치시 장군면 장기로 842,1659,Y,현대오일뱅크
송학주유소,세종특별자치시 장군면 의당전의로 677,1660,N,현대오일뱅크
승덕주유소,세종특별자치시 소정면 세종로 4317,1675,N,GS칼텍스
신사주유소,세종특별자치시 부강면 청연로 71,1675,N,S-OIL
범한주유소,세종시 소정면 세종로 4679,1675,N,S-OIL
태산주유소,세종특별자치시 소정면 세종로 4274,1679,Y,현대오일뱅크
전동주유소,세종특별자치시 전동면 운주산로 355,1679,N,현대오일뱅크
황용주유소,세종 금남면 황용1길 40,1685,N,현대오일뱅크
내판주유소,세종특별자치시 연동면 청연로 643,1687,N,SK에너지
대평주유소,세종특별자치시 금남면 용포로 109,1688,Y,GS칼텍스
삼정주유소,세종 조치원읍 충현로 53,1689,N,현대오일뱅크
나라주유소,세종특별자치시 연동면 청연로 236,1689,N,현대오일뱅크
(주)명성,세종 조치원읍 세종로 2210,1698,N,GS칼텍스
실광주유소,세종특별자치시 연기면 당산로 239,1698,N,현대오일뱅크
백제주유소,세종 소정면 차령고개로 1087,1699,N,현대오일뱅크
동유주유소,세종시 조치원읍 새내로 142,1699,N,SK에너지
연기주유소,세종특별자치시 연기면 당산로 116,1715,N,GS칼텍스
SK행복주유소,세종특별자치시 연기면 정안세종로 1573,1728,Y,SK에너지
(주)한유에너지 중부주유소,세종시 조치원읍 세종로 2167,1789,N,SK에너지
㈜비타민셀프 세종셀프주유소,세종시 다정북로 221,1895,Y,S-OIL
부강제일주유소,세종 부강면 청연로 137,-,N,SK에너지
남이섬주유소,경기 가평군 청평면 경춘로 1484,1627,Y,자가상표
명지산주유소,경기 가평군 북면 가화로 687,1630,Y,알뜰주유소
무지개주유소,경기 가평군 가평읍 경춘로 1741,1634,N,S-OIL
가평Self주유소,경기 가평군 가평읍 경춘로 2065,1635,Y,현대오일뱅크
이화주유소,경기 가평군 가평읍 경춘로 2021,1635,N,현대오일뱅크
(주)오일유업직영GS경춘주유소,경기 가평군 가평읍 경춘로 1776,1638,N,GS칼텍스
가평군농협하나로주유소,경기 가평군 가평읍 경춘로 1785,1638,N,NH-OIL
명보주유소,경기 가평군 가평읍 석봉로 237,1640,Y,SK에너지
화랑포주유소,경기 가평군 청평면 경춘로 113,1659,Y,SK에너지
신청평주유소,경기 가평군 청평면 경춘로 508,1659,Y,S-OIL
홀인원주유소,경기도 가평군 상면 조종로 1622,1659,Y,현대오일뱅크
가평대박주유소,경기 가평군 청평면 경춘로 1175,1659,N,S-OIL
삼미상사(주)청평그린셀프주유소,경기 가평군 청평면 경춘로 524,1659,Y,SK에너지
호명주유소,경기 가평군 청평명 경춘로 1362,1664,N,S-OIL
하늘에너지(주) 대성주유소,경기 가평군 청평면 경춘로 110,1664,Y,GS칼텍스
덕현주유소,경기 가평군 상면 청군로 450,1665,N,현대오일뱅크
(주)서울주유소,경기 가평군 청평면 경춘로 1191,1668,N,SK에너지
호반주유소,경기 가평군 청평면 북한강로 2187,1668,N,SK에너지
하이웨이주유소,경기 가평군 상면 청군로 927,1669,Y,SK에너지
대성주유소,경기 가평군 하면 청군로 1184,1679,N,SK에너지
동현주유소,경기 가평군 하면 청군로 1303,1679,N,S-OIL
상면주유소,경기 가평군 상면 청군로 1070,1679,N,SK에너지
송정주유소,경기 가평군 가평읍 가화로 359,1680,N,S-OIL
고동산주유소,경기 가평군 청평면 북한강로 1659,1680,N,S-OIL
유명산주유소,경기 가평군 설악면 유명로 867,1688,N,GS칼텍스
스카이주식회사,경기 가평군 설악면 유명로 1335,1688,Y,S-OIL
국토셀프주유소,경기 가평군 조종면 비득재길 120,1689,Y,SK에너지
학산주유소,경기 가평군 청평면 경춘로 257,1689,N,SK에너지
삼밭골주유소,경기 가평군 설악면 유명로 2005,1690,Y,GS칼텍스
북면주유소,경기 가평군 북면 가화로 996,1690,N,S-OIL
쉼터주유소,경기 가평군 상면 청군로 824,1691,N,GS칼텍스
가평(춘천방향)주유소,경기 가평군 설악면 미사리로540번길 51,1691,N,SK에너지
가평(서울방향)주유소,경기 가평군 설악면 미사리로 544,1691,N,SK에너지
(주)설악주유소,경기 가평군 설악면 유명로 1711,1695,N,현대오일뱅크
